M, 0.365, 0.295, 0.08, 0.2555, 0.097, 0.043, 0.1, negative
M, 0.47, 0.37, 0.13, 0.5225, 0.201, 0.133, 0.165, negative
I, 0.385, 0.295, 0.085, 0.2535, 0.103, 0.0575, 0.085, negative
I, 0.265, 0.2, 0.065, 0.0975, 0.04, 0.0205, 0.028, negative
F, 0.305, 0.23, 0.08, 0.156, 0.0675, 0.0345, 0.048, negative
I, 0.355, 0.275, 0.09, 0.251, 0.097, 0.053, 0.08, negative
I, 0.325, 0.25, 0.08, 0.176, 0.0595, 0.0355, 0.063, negative
I, 0.385, 0.3, 0.1, 0.2895, 0.1215, 0.063, 0.09, negative
I, 0.415, 0.32, 0.11, 0.3735, 0.175, 0.0755, 0.109, negative
I, 0.51, 0.405, 0.135, 0.769, 0.3655, 0.1585, 0.18, negative
M, 0.515, 0.39, 0.155, 0.7125, 0.3695, 0.137, 0.155, negative
M, 0.57, 0.46, 0.17, 0.9035, 0.4075, 0.1935, 0.214, negative
F, 0.58, 0.46, 0.15, 1.1155, 0.5575, 0.2255, 0.29, negative
I, 0.41, 0.3, 0.1, 0.282, 0.1255, 0.057, 0.0875, negative
I, 0.42, 0.3, 0.105, 0.316, 0.1255, 0.07, 0.1035, negative
I, 0.445, 0.345, 0.105, 0.409, 0.1675, 0.1015, 0.117, negative
M, 0.47, 0.36, 0.105, 0.544, 0.27, 0.1395, 0.129, negative
I, 0.475, 0.35, 0.1, 0.4545, 0.2165, 0.111, 0.115, negative
I, 0.375, 0.27, 0.085, 0.218, 0.0945, 0.039, 0.07, negative
I, 0.41, 0.335, 0.11, 0.33, 0.157, 0.0705, 0.17, negative
I, 0.46, 0.36, 0.105, 0.466, 0.2225, 0.099, 0.11, negative
I, 0.495, 0.38, 0.13, 0.5125, 0.2185, 0.116, 0.16, negative
I, 0.365, 0.265, 0.135, 0.2215, 0.105, 0.047, 0.0605, negative
F, 0.495, 0.38, 0.12, 0.573, 0.2655, 0.1285, 0.144, negative
I, 0.365, 0.27, 0.085, 0.2225, 0.0935, 0.0525, 0.066, negative
I, 0.51, 0.395, 0.13, 0.6025, 0.281, 0.143, 0.162, negative
I, 0.52, 0.39, 0.13, 0.5545, 0.2355, 0.1095, 0.1895, negative
I, 0.53, 0.42, 0.12, 0.5965, 0.2555, 0.141, 0.177, negative
F, 0.72, 0.525, 0.18, 1.445, 0.631, 0.3215, 0.435, negative
I, 0.31, 0.215, 0.075, 0.1275, 0.0565, 0.0275, 0.036, negative
I, 0.365, 0.275, 0.085, 0.223, 0.098, 0.0375, 0.075, negative
I, 0.435, 0.33, 0.11, 0.38, 0.1515, 0.0945, 0.11, negative
I, 0.325, 0.25, 0.07, 0.1745, 0.0875, 0.0355, 0.04, negative
M, 0.465, 0.36, 0.11, 0.4955, 0.2665, 0.085, 0.121, negative
M, 0.505, 0.385, 0.13, 0.6435, 0.3135, 0.149, 0.1515, negative
I, 0.405, 0.305, 0.09, 0.2825, 0.114, 0.0575, 0.095, negative
I, 0.33, 0.26, 0.08, 0.19, 0.0765, 0.0385, 0.065, negative
F, 0.475, 0.38, 0.135, 0.486, 0.1735, 0.07, 0.185, negative
F, 0.35, 0.265, 0.09, 0.1855, 0.0745, 0.0415, 0.06, negative
M, 0.44, 0.325, 0.115, 0.39, 0.163, 0.087, 0.113, negative
I, 0.465, 0.355, 0.11, 0.474, 0.23, 0.1005, 0.12, negative
I, 0.5, 0.38, 0.11, 0.494, 0.218, 0.09, 0.1325, negative
M, 0.525, 0.415, 0.135, 0.7945, 0.394, 0.189, 0.202, negative
M, 0.575, 0.45, 0.155, 0.948, 0.429, 0.206, 0.259, negative
I, 0.475, 0.375, 0.115, 0.5205, 0.233, 0.119, 0.1455, negative
I, 0.385, 0.3, 0.125, 0.343, 0.1705, 0.0735, 0.081, negative
I, 0.45, 0.335, 0.095, 0.3505, 0.1615, 0.0625, 0.1185, negative
I, 0.32, 0.235, 0.09, 0.183, 0.098, 0.0335, 0.042, negative
I, 0.455, 0.35, 0.105, 0.4445, 0.213, 0.107, 0.1115, negative
I, 0.375, 0.28, 0.085, 0.2145, 0.0855, 0.0485, 0.072, negative
I, 0.445, 0.31, 0.09, 0.336, 0.1555, 0.09, 0.0855, negative
I, 0.5, 0.37, 0.115, 0.5745, 0.306, 0.112, 0.141, negative
I, 0.39, 0.3, 0.1, 0.2665, 0.1105, 0.059, 0.084, negative
I, 0.435, 0.335, 0.105, 0.3535, 0.156, 0.05, 0.1135, negative
I, 0.355, 0.27, 0.075, 0.204, 0.3045, 0.046, 0.0595, negative
I, 0.425, 0.325, 0.105, 0.3975, 0.1815, 0.081, 0.1175, negative
F, 0.305, 0.225, 0.07, 0.1485, 0.0585, 0.0335, 0.045, negative
I, 0.34, 0.25, 0.075, 0.1765, 0.0785, 0.0405, 0.05, negative
M, 0.52, 0.39, 0.12, 0.6435, 0.2885, 0.157, 0.161, negative
I, 0.485, 0.37, 0.115, 0.637, 0.38, 0.1335, 0.128, negative
I, 0.365, 0.275, 0.09, 0.2345, 0.108, 0.051, 0.0625, negative
F, 0.495, 0.37, 0.12, 0.594, 0.28, 0.11, 0.1375, negative
M, 0.545, 0.43, 0.155, 0.8035, 0.409, 0.144, 0.228, negative
M, 0.535, 0.405, 0.14, 0.7315, 0.336, 0.156, 0.19, negative
F, 0.38, 0.32, 0.115, 0.6475, 0.323, 0.1325, 0.164, negative
I, 0.32, 0.23, 0.06, 0.129, 0.0615, 0.0275, 0.0355, negative
I, 0.38, 0.3, 0.1, 0.286, 0.1305, 0.056, 0.09, negative
I, 0.41, 0.33, 0.105, 0.335, 0.1525, 0.074, 0.11, negative
M, 0.485, 0.385, 0.105, 0.556, 0.296, 0.104, 0.133, negative
F, 0.525, 0.41, 0.115, 0.7745, 0.416, 0.163, 0.18, negative
I, 0.33, 0.26, 0.085, 0.1965, 0.0915, 0.0425, 0.055, negative
I, 0.42, 0.305, 0.1, 0.3415, 0.1645, 0.0775, 0.086, negative
M, 0.295, 0.215, 0.075, 0.129, 0.05, 0.0295, 0.04, negative
I, 0.36, 0.3, 0.085, 0.27, 0.1185, 0.064, 0.0745, negative
I, 0.405, 0.3, 0.11, 0.32, 0.172, 0.044, 0.093, negative
F, 0.61, 0.485, 0.18, 1.2795, 0.5735, 0.2855, 0.355, negative
I, 0.41, 0.335, 0.105, 0.3305, 0.1405, 0.064, 0.105, negative
M, 0.385, 0.295, 0.095, 0.335, 0.147, 0.094, 0.09, negative
I, 0.37, 0.275, 0.09, 0.2065, 0.096, 0.0395, 0.058, negative
F, 0.425, 0.35, 0.1, 0.4425, 0.175, 0.0755, 0.175, negative
M, 0.42, 0.335, 0.115, 0.369, 0.171, 0.071, 0.12, negative
F, 0.415, 0.305, 0.13, 0.32, 0.1305, 0.0755, 0.105, negative
F, 0.61, 0.495, 0.185, 1.153, 0.536, 0.2905, 0.245, negative
M, 0.47, 0.38, 0.145, 0.5865, 0.2385, 0.144, 0.185, negative
I, 0.29, 0.225, 0.07, 0.101, 0.036, 0.0235, 0.035, negative
M, 0.49, 0.385, 0.125, 0.609, 0.3065, 0.096, 0.1775, negative
M, 0.525, 0.395, 0.13, 0.7635, 0.3375, 0.1425, 0.225, negative
F, 0.595, 0.48, 0.16, 1.2095, 0.5225, 0.296, 0.32, negative
I, 0.435, 0.325, 0.12, 0.3995, 0.1815, 0.061, 0.1125, negative
F, 0.47, 0.365, 0.12, 0.582, 0.29, 0.092, 0.146, negative
M, 0.51, 0.41, 0.145, 0.796, 0.3865, 0.1815, 0.1955, negative
F, 0.535, 0.4, 0.135, 0.8215, 0.3935, 0.196, 0.205, negative
F, 0.565, 0.4, 0.13, 0.6975, 0.3075, 0.1665, 0.18, negative
F, 0.58, 0.45, 0.145, 1.137, 0.5585, 0.22, 0.29, negative
M, 0.59, 0.47, 0.16, 1.206, 0.479, 0.2425, 0.309, negative
M, 0.63, 0.48, 0.15, 1.1785, 0.5185, 0.248, 0.3235, negative
F, 0.645, 0.505, 0.165, 1.4325, 0.684, 0.308, 0.336, negative
I, 0.45, 0.365, 0.125, 0.462, 0.2135, 0.0985, 0.1315, negative
I, 0.5, 0.38, 0.125, 0.519, 0.2485, 0.1135, 0.134, negative
I, 0.515, 0.385, 0.125, 0.6115, 0.3175, 0.1265, 0.15, negative
I, 0.525, 0.395, 0.12, 0.608, 0.297, 0.1395, 0.1405, negative
F, 0.55, 0.415, 0.135, 0.8145, 0.427, 0.1855, 0.175, negative
M, 0.58, 0.45, 0.145, 1.0025, 0.547, 0.1975, 0.2295, negative
M, 0.59, 0.47, 0.15, 0.9955, 0.481, 0.232, 0.24, negative
F, 0.62, 0.48, 0.16, 1.1125, 0.5635, 0.2445, 0.281, negative
I, 0.35, 0.255, 0.09, 0.1785, 0.0855, 0.0305, 0.0525, negative
I, 0.375, 0.28, 0.08, 0.2025, 0.0825, 0.048, 0.065, negative
I, 0.385, 0.28, 0.085, 0.2175, 0.097, 0.038, 0.067, negative
I, 0.43, 0.34, 0.0, 0.428, 0.2065, 0.086, 0.115, negative
F, 0.455, 0.365, 0.115, 0.4305, 0.184, 0.108, 0.1245, negative
I, 0.455, 0.33, 0.1, 0.372, 0.358, 0.0775, 0.11, negative
I, 0.47, 0.365, 0.1, 0.411, 0.175, 0.0855, 0.135, negative
I, 0.475, 0.38, 0.12, 0.441, 0.1785, 0.0885, 0.1505, negative
I, 0.48, 0.365, 0.1, 0.461, 0.2205, 0.0835, 0.135, negative
I, 0.505, 0.405, 0.13, 0.6015, 0.3015, 0.11, 0.18, negative
I, 0.505, 0.395, 0.105, 0.551, 0.248, 0.103, 0.171, negative
I, 0.545, 0.405, 0.135, 0.5945, 0.27, 0.1185, 0.185, negative
F, 0.565, 0.45, 0.145, 0.8495, 0.4215, 0.1685, 0.225, negative
M, 0.525, 0.4, 0.14, 0.7205, 0.3685, 0.145, 0.1735, negative
M, 0.575, 0.46, 0.165, 0.9155, 0.4005, 0.2465, 0.2385, negative
I, 0.36, 0.27, 0.095, 0.2, 0.073, 0.056, 0.061, negative
I, 0.425, 0.325, 0.11, 0.317, 0.135, 0.048, 0.09, negative
I, 0.48, 0.37, 0.12, 0.536, 0.251, 0.114, 0.15, negative
I, 0.495, 0.37, 0.125, 0.4715, 0.2075, 0.091, 0.15, negative
I, 0.545, 0.375, 0.12, 0.543, 0.2375, 0.1155, 0.1725, negative
I, 0.545, 0.42, 0.125, 0.717, 0.358, 0.112, 0.22, negative
F, 0.57, 0.45, 0.135, 0.7805, 0.3345, 0.185, 0.21, negative
F, 0.595, 0.435, 0.15, 0.9, 0.4175, 0.17, 0.265, negative
F, 0.6, 0.46, 0.155, 0.9735, 0.427, 0.2045, 0.3, negative
F, 0.49, 0.355, 0.16, 0.8795, 0.3485, 0.215, 0.2825, negative
M, 0.515, 0.395, 0.135, 1.007, 0.472, 0.2495, 0.252, negative
I, 0.585, 0.45, 0.15, 0.8915, 0.3975, 0.2035, 0.253, negative
M, 0.555, 0.41, 0.125, 0.599, 0.2345, 0.1465, 0.194, negative
M, 0.45, 0.33, 0.105, 0.4955, 0.2575, 0.082, 0.129, negative
I, 0.32, 0.255, 0.085, 0.1745, 0.072, 0.033, 0.057, negative
I, 0.325, 0.24, 0.07, 0.152, 0.0565, 0.0305, 0.054, negative
I, 0.405, 0.31, 0.09, 0.312, 0.138, 0.06, 0.087, negative
M, 0.61, 0.48, 0.165, 1.2435, 0.5575, 0.2675, 0.372, negative
F, 0.44, 0.33, 0.115, 0.4005, 0.143, 0.113, 0.12, negative
I, 0.315, 0.24, 0.07, 0.137, 0.0545, 0.0315, 0.04, negative
I, 0.42, 0.325, 0.115, 0.354, 0.1625, 0.064, 0.105, negative
F, 0.64, 0.5, 0.15, 1.0705, 0.371, 0.2705, 0.36, negative
F, 0.47, 0.355, 0.18, 0.441, 0.1525, 0.1165, 0.135, negative
I, 0.47, 0.37, 0.11, 0.5555, 0.25, 0.115, 0.163, negative
M, 0.5, 0.4, 0.13, 0.7715, 0.37, 0.16, 0.211, negative
I, 0.45, 0.35, 0.12, 0.468, 0.2005, 0.1065, 0.1325, negative
F, 0.55, 0.425, 0.125, 0.964, 0.5475, 0.159, 0.215, negative
F, 0.57, 0.435, 0.14, 0.8585, 0.3905, 0.196, 0.2295, negative
F, 0.6, 0.46, 0.145, 0.9325, 0.3985, 0.2245, 0.248, negative
I, 0.51, 0.385, 0.15, 0.625, 0.3095, 0.119, 0.1725, negative
I, 0.42, 0.315, 0.11, 0.4025, 0.1855, 0.083, 0.1015, negative
F, 0.57, 0.425, 0.13, 0.782, 0.3695, 0.1745, 0.1965, negative
F, 0.58, 0.445, 0.135, 0.95, 0.484, 0.182, 0.2325, negative
I, 0.4, 0.315, 0.09, 0.3245, 0.151, 0.073, 0.088, negative
F, 0.505, 0.38, 0.13, 0.693, 0.391, 0.1195, 0.1515, negative
I, 0.41, 0.325, 0.105, 0.361, 0.1605, 0.0665, 0.103, negative
M, 0.38, 0.3, 0.1, 0.2505, 0.106, 0.0535, 0.0775, negative
F, 0.51, 0.385, 0.135, 0.632, 0.282, 0.145, 0.17, negative
I, 0.345, 0.285, 0.1, 0.2225, 0.0865, 0.058, 0.075, negative
M, 0.59, 0.47, 0.135, 1.1685, 0.539, 0.279, 0.28, negative
I, 0.395, 0.3, 0.09, 0.279, 0.134, 0.049, 0.075, negative
M, 0.48, 0.37, 0.13, 0.643, 0.349, 0.1155, 0.135, negative
F, 0.505, 0.39, 0.12, 0.5725, 0.2555, 0.1325, 0.146, negative
M, 0.55, 0.44, 0.155, 0.9155, 0.3645, 0.195, 0.25, negative
M, 0.615, 0.505, 0.19, 1.403, 0.6715, 0.2925, 0.365, negative
I, 0.45, 0.34, 0.105, 0.4385, 0.21, 0.0925, 0.12, negative
I, 0.575, 0.455, 0.155, 0.8725, 0.349, 0.2095, 0.285, negative
I, 0.44, 0.34, 0.105, 0.344, 0.123, 0.081, 0.125, negative
M, 0.59, 0.465, 0.135, 0.9895, 0.4235, 0.199, 0.28, negative
I, 0.475, 0.355, 0.135, 0.4775, 0.2145, 0.09, 0.1435, negative
I, 0.53, 0.395, 0.115, 0.475, 0.2025, 0.101, 0.148, negative
F, 0.44, 0.34, 0.135, 0.3975, 0.1505, 0.0945, 0.135, negative
M, 0.565, 0.455, 0.15, 0.9795, 0.444, 0.205, 0.275, negative
M, 0.515, 0.39, 0.12, 0.6125, 0.302, 0.1365, 0.1415, negative
I, 0.545, 0.405, 0.13, 0.658, 0.327, 0.1445, 0.174, negative
I, 0.455, 0.335, 0.105, 0.4055, 0.175, 0.092, 0.1185, negative
M, 0.545, 0.45, 0.15, 0.7805, 0.3795, 0.1625, 0.216, negative
I, 0.545, 0.43, 0.14, 0.772, 0.289, 0.19, 0.2615, negative
I, 0.555, 0.43, 0.125, 0.7005, 0.3395, 0.1355, 0.2095, negative
I, 0.515, 0.4, 0.14, 0.7165, 0.3495, 0.1595, 0.1785, negative
M, 0.555, 0.435, 0.145, 0.9205, 0.404, 0.2275, 0.255, negative
M, 0.505, 0.44, 0.14, 0.8275, 0.3415, 0.1855, 0.239, negative
M, 0.51, 0.405, 0.15, 0.7035, 0.347, 0.134, 0.1885, negative
I, 0.525, 0.4, 0.13, 0.6455, 0.325, 0.1245, 0.17, negative
I, 0.465, 0.345, 0.11, 0.393, 0.1825, 0.0735, 0.12, negative
I, 0.535, 0.385, 0.18, 1.0835, 0.4955, 0.2295, 0.304, negative
I, 0.445, 0.33, 0.11, 0.358, 0.1525, 0.067, 0.1185, negative
M, 0.555, 0.435, 0.14, 0.7495, 0.341, 0.1645, 0.214, negative
M, 0.42, 0.34, 0.115, 0.4215, 0.175, 0.093, 0.135, negative
I, 0.42, 0.32, 0.1, 0.34, 0.1745, 0.05, 0.0945, negative
M, 0.575, 0.45, 0.165, 0.9655, 0.498, 0.19, 0.23, negative
F, 0.53, 0.42, 0.14, 0.627, 0.2905, 0.1165, 0.183, negative
M, 0.505, 0.39, 0.115, 0.5585, 0.2575, 0.119, 0.1535, negative
M, 0.475, 0.37, 0.125, 0.5095, 0.2165, 0.1125, 0.165, negative
F, 0.46, 0.355, 0.13, 0.517, 0.2205, 0.114, 0.165, negative
M, 0.425, 0.35, 0.105, 0.393, 0.13, 0.063, 0.165, negative
F, 0.56, 0.43, 0.15, 0.8825, 0.3465, 0.172, 0.31, negative
M, 0.5, 0.405, 0.14, 0.6155, 0.241, 0.1355, 0.205, negative
M, 0.47, 0.39, 0.15, 0.6355, 0.2185, 0.0885, 0.255, negative
M, 0.37, 0.28, 0.105, 0.234, 0.0905, 0.0585, 0.075, negative
F, 0.525, 0.42, 0.16, 0.756, 0.2745, 0.173, 0.275, negative
I, 0.365, 0.295, 0.095, 0.25, 0.1075, 0.0545, 0.08, negative
M, 0.385, 0.3, 0.095, 0.24, 0.0885, 0.059, 0.085, negative
F, 0.55, 0.43, 0.14, 0.7135, 0.2565, 0.186, 0.225, negative
M, 0.325, 0.24, 0.075, 0.155, 0.0475, 0.0355, 0.06, negative
F, 0.445, 0.33, 0.105, 0.4525, 0.18, 0.103, 0.123, negative
M, 0.4, 0.3, 0.125, 0.417, 0.191, 0.09, 0.1175, negative
M, 0.35, 0.255, 0.08, 0.1915, 0.08, 0.0385, 0.063, negative
M, 0.44, 0.335, 0.11, 0.394, 0.157, 0.096, 0.122, negative
I, 0.44, 0.365, 0.115, 0.501, 0.2435, 0.084, 0.1465, negative
F, 0.56, 0.455, 0.16, 0.967, 0.4525, 0.207, 0.274, negative
M, 0.575, 0.475, 0.16, 1.114, 0.4955, 0.2745, 0.29, negative
F, 0.625, 0.485, 0.2, 1.38, 0.5845, 0.302, 0.401, negative
I, 0.5, 0.375, 0.12, 0.542, 0.215, 0.116, 0.17, negative
M, 0.575, 0.445, 0.145, 0.847, 0.415, 0.1945, 0.22, negative
M, 0.58, 0.45, 0.14, 0.9615, 0.486, 0.1815, 0.253, negative
F, 0.605, 0.475, 0.165, 1.056, 0.433, 0.2195, 0.357, negative
F, 0.65, 0.5, 0.19, 1.464, 0.6415, 0.339, 0.4245, negative
I, 0.665, 0.5, 0.17, 1.2975, 0.6035, 0.291, 0.3595, negative
F, 0.67, 0.505, 0.205, 1.3645, 0.6075, 0.3025, 0.353, negative
I, 0.45, 0.33, 0.105, 0.448, 0.208, 0.089, 0.12, negative
I, 0.525, 0.4, 0.125, 0.6965, 0.369, 0.1385, 0.164, negative
I, 0.53, 0.415, 0.11, 0.5745, 0.2525, 0.1235, 0.189, negative
I, 0.555, 0.425, 0.145, 0.7905, 0.3485, 0.1765, 0.225, negative
M, 0.585, 0.465, 0.155, 0.9145, 0.4555, 0.1965, 0.235, negative
I, 0.61, 0.465, 0.15, 0.9605, 0.4495, 0.1725, 0.286, negative
M, 0.685, 0.545, 0.205, 1.7925, 0.8145, 0.416, 0.461, negative
I, 0.44, 0.365, 0.11, 0.4465, 0.213, 0.089, 0.1135, negative
I, 0.53, 0.43, 0.13, 0.7045, 0.346, 0.1415, 0.189, negative
M, 0.55, 0.425, 0.16, 0.793, 0.343, 0.2035, 0.215, negative
F, 0.56, 0.435, 0.15, 0.8715, 0.4755, 0.1835, 0.1835, negative
F, 0.58, 0.435, 0.14, 0.953, 0.475, 0.2165, 0.2095, negative
F, 0.605, 0.515, 0.17, 1.289, 0.6, 0.2945, 0.3315, negative
M, 0.525, 0.4, 0.155, 0.707, 0.282, 0.1605, 0.225, negative
I, 0.53, 0.4, 0.145, 0.555, 0.1935, 0.1305, 0.195, negative
I, 0.54, 0.42, 0.14, 0.6275, 0.2505, 0.1175, 0.235, negative
M, 0.565, 0.44, 0.125, 0.802, 0.3595, 0.1825, 0.215, negative
F, 0.655, 0.51, 0.15, 1.043, 0.4795, 0.223, 0.305, negative
M, 0.665, 0.5, 0.175, 1.2975, 0.6075, 0.314, 0.315, negative
M, 0.57, 0.455, 0.175, 1.02, 0.4805, 0.2145, 0.29, negative
M, 0.645, 0.5, 0.16, 1.3815, 0.672, 0.326, 0.315, negative
I, 0.475, 0.34, 0.105, 0.4535, 0.203, 0.08, 0.1465, negative
I, 0.555, 0.45, 0.175, 0.738, 0.304, 0.1755, 0.22, negative
M, 0.57, 0.44, 0.175, 0.9415, 0.3805, 0.2285, 0.283, negative
M, 0.575, 0.45, 0.13, 0.785, 0.318, 0.193, 0.2265, negative
M, 0.575, 0.45, 0.155, 0.9765, 0.495, 0.2145, 0.235, negative
M, 0.655, 0.52, 0.17, 1.1445, 0.53, 0.223, 0.348, negative
M, 0.55, 0.41, 0.13, 0.8705, 0.4455, 0.2115, 0.213, negative
I, 0.41, 0.31, 0.11, 0.315, 0.124, 0.082, 0.095, negative
M, 0.375, 0.29, 0.1, 0.276, 0.1175, 0.0565, 0.085, negative
I, 0.475, 0.36, 0.11, 0.4555, 0.177, 0.0965, 0.145, negative
M, 0.585, 0.455, 0.14, 0.97, 0.462, 0.185, 0.295, negative
F, 0.47, 0.365, 0.12, 0.543, 0.2295, 0.1495, 0.15, negative
M, 0.51, 0.405, 0.13, 0.7175, 0.3725, 0.158, 0.17, negative
I, 0.405, 0.315, 0.105, 0.347, 0.1605, 0.0785, 0.1, negative
I, 0.42, 0.33, 0.1, 0.352, 0.1635, 0.089, 0.1, negative
